2.2104594884366424,-0.6400200666486839,-0.43093097768969213,0.0,-0.040903714216204534,0.0,0.0,0.0,-0.1738042313927508,-0.924800498489311
-0.6400200666486839,2.619306091499867,0.0,-0.3115600653801578,-0.8350452365257002,0.0,0.0,0.0,0.0,-0.832680722945325
-0.43093097768969213,0.0,1.7995005149342094,0.0,-0.8403586666843197,0.0,0.0,0.0,-0.5282108705601976,0.0
0.0,-0.3115600653801578,0.0,0.44485585440182684,0.0,0.0,-0.13329578902166905,0.0,0.0,0.0
-0.040903714216204534,-0.8350452365257002,-0.8403586666843197,0.0,2.6410618901410343,0.0,0.0,0.0,-0.6520832842092148,-0.27267098850559535
0.0,0.0,0.0,0.0,0.0,0.9954929062585973,-0.011572000973784746,-0.9839209052848126,0.0,0.0
0.0,0.0,0.0,-0.13329578902166905,0.0,-0.011572000973784746,0.45080269822152896,0.0,0.0,-0.30593490822607516
0.0,0.0,0.0,0.0,0.0,-0.9839209052848126,0.0,1.7375336619910289,-0.7536127567062163,0.0
-0.1738042313927508,0.0,-0.5282108705601976,0.0,-0.6520832842092148,0.0,0.0,-0.7536127567062163,2.1077111428683795,0.0
-0.924800498489311,-0.832680722945325,0.0,0.0,-0.27267098850559535,0.0,-0.30593490822607516,0.0,0.0,2.3360871181663065
